NID,Topic,Topic Created,Topic Body
18705,"Explore Scratch 2.0 - ScratchNotes Newsletter, Vol. 4, Iss. 3",5/23/13 16:26,"This issue of the ScratchNotes newsletter was sent out on May 23, 2013. ScratchNotes ?A seasonal newsletter for the Scratch educator community Spring 2013? Volume 4, Issue 3 Scratch 2.0 Now Available The newest version of Scratch is now available! Go to scratch.mit.edu to explore all of the latest functionality, including web-based project authoring, and the addition of new features -- such as cloning, make a block, and cloud variables.? http://scratch.mit.edu?? Creative Computing Online Workshop: June 3 - July 12? The ScratchEd Team at Harvard is launching a free online workshop for educators to learn more about creative computing with Scratch. Learn more about the workshop by joining the Creative Computing Online Workshop Google+ Community.? https://plus.google.com/communities/116632236256522474009 ??Save The Date: Creative Computing At Harvard, July 13 This summer's Creative Computing Online Workshop will culminate with an in-person symposium on July 13 at the Harvard Graduate School of Education in Cambridge, MA. Join the Creative Computing Online Workshop Google+ Community for further information about this event.? https://plus.google.com/communities/116632236256522474009?? Getting Ready For Scratch 2.0 Webinar? Curious about what's new in Scratch 2.0? On May 3, the ScratchEd Team hosted a Google+ Hangout, where Karen Brennan and Mitch Resnick shared what's new in Scratch 2.0 and what's good to know about the transition. A recording of the hangout is available online.? http://scratched.media.mit.edu/resources/getting-ready-scratch-20-webinar ??Connecting Learning TV: Coding Is For Everybody? Join Mitch Resnick and Karen Brennan every Monday in June for a series of weekly live webcasts dedicated to exploring learning?through coding. This series is part of ongoing programming by the Digital Media & Learning Research Hub's Connected Learning initiative.? http://connectedlearning.tv/imagine-program-share-why-everyone-should-learn-code?? European Scratch Conference: Jun 25 - 27? Early registration is still available for the first European Scratch Conference, taking place this summer, June 25 - 27, at Citilab in Barcelona, Spain. The event is being organized by several European Scratch educators around the theme ""Scratch Connecting Worlds"".? http://scratch2013bcn.org?? Happy Scratch Day 2013? More than 180 events in 45 countries took place around the world last weekend to celebrate Scratch Day. Explore Flickr, Twitter, and YouTube to see what happened at all of these international Scratch Day events. Happy Scratch Day!? http://day.scratch.mit.edu"
15085,Explore Scratch 2.0 at SIGCSE 2013,11/18/12 21:05,"Attending SIGCSE 2013 in Denver? Join us for a hands-on introduction to Scratch 2.0, as part of the pre-conference activities. Information and registration for the workshop are available online."
15085,Explore Scratch 2.0 at SIGCSE 2013,1/7/13 16:10,are there any LIVE in person conferences??? I teach Scratch K-5 and would love a workshop or two (or three) to attend! Thanks!
15085,Explore Scratch 2.0 at SIGCSE 2013,1/7/13 17:23,"Hi Alexis, The workshop in Denver is live and in-person, and we host live, in-person workshops at MIT regularly. K"
15085,Explore Scratch 2.0 at SIGCSE 2013,1/8/13 10:03,Is there a summer workshop at MIT? My school is trying to figure out the professional development budget and is willing to send me but I can't seem to find any dates for anything other than a potential conference in Europe (which I am sure will be too $$). Thank you!
10855,"Exploring the Scratch Website: A ScratchEd Webinar on Wednesday, October 26 at 7pm EDT",10/19/11 12:30,"October 2011 Webinar: Exploring the Scratch Website ?Wednesday, October 26, 2011? 7pm-8pm EDT Hosted by Karen Brennan and Mitch Resnick Come join this month's webinar where we will explore the Scratch website and discuss how the Scratch online community can be used as a resource for educators and their students. Some topics to be discussed include: getting started finding resources strategies for discovering interesting projects creating a gallery of student work downloading and remixing projects connecting with other community members Join the webinar at 7pm EDT on Wednesday, October 26, 2011 at http://connectpro53415882.adobeconnect.com/oct2011/. No prior registration is required --but if you would like to receive a reminder email for this webinar, register for free on the webinar Eventbrite page at http://scratchedwebinaroct2011.eventbrite.com/ ScratchEd webinars are held every last Wednesday of the month. All past ScratchEd webinar recordings are available on ScratchEd."
30477,Exporting as a Movie?,11/20/14 7:08,"Is there someway to export the student's HoC activities as an MP4 or WAV or something so we can share them with their parents downrange?  We make a giant holiday movie of students' creations each year to send to family members downrange.  It would be fun if we could include their programs, too"
30477,Exporting as a Movie?,11/25/14 8:29,"Hi Janet You could record the screen, and then (or at the same time) ad a speakervoice. I think http://screencast-o-matic.com has a free nice solution (tried only with PC). You can save the recording as a mp4. /Anders"
30477,Exporting as a Movie?,12/2/14 7:09,Thanks!  Tried that with no success but then someone showed me how to use our SMART Notebook Tools to record.  Hurray.
1595,exporting variable lists,11/17/09 15:22,"Hi, Is it possible to export a variable list after someone uses the project from the mit.scratch.edu website?  We have created a project that shows math equations and are using scratch to record their response and reaction times by entering them into a variable list.  But I can't seem to figure out how to look/export the response list from the website.  Thanks!"
