CID	NID	Topic	Comment Created	Comment Body
2237	9562	Scratch contests?	5/8/11 18:34	"Karen, Susan - thanks for the idea.  The livecode and the debug competition are both interesting.  Coming up with good challenges/debugs seems like the hard part.  Do you have some examples that have worked well?"
2238	9562	Scratch contests?	5/8/11 19:21	Maybe one of these would work? http://scratched.media.mit.edu/resources/debug-it http://scratched.media.mit.edu/resources/debug-it-2 http://scratched.media.mit.edu/resources/short-scratch-programming-challenges
2245	9562	Scratch contests?	5/12/11 19:23	Thats perfect - thanks Karen
2219	9578	"Reflections on Scratch Educator Meetup @ MIT: Saturday, April 16, 2011"	4/22/11 15:15	Michelle has posted the Show & Tell videos from the meetup -- http://bit.ly/April2011MeetupSAT
2302	9581	"Computational Thinking Practices: A ScratchEd Webinar on Monday, April 25 at 7pm EST"	6/7/11 17:08	You can view the recording of the webinar and find resources shared at the webinar here: http://scratched.media.mit.edu/resources/computational-thinking-practices-april-2011-webinar
2224	9628	discussion subscriptions	4/26/11 17:51	"Hi Roberto, Yes, that's the right way to get notifications about every change in the discussions area. There are also ""subscribe"" options on every thread, if you want another, different type of subscription for particular threads. :) You can manage your subscriptions (types, send methods, send intervals) from your user profile page under the ""Subscriptions"" tab. There's a video demoing the subscriptions in this thread. I hope that answers your question -- please let me know if you have any other questions! Thanks, K"
2235	9642	Scratch Day MIT	5/4/11 11:27	"On a related note, tickets for Scratch Day MIT are now available online at http://sdmit2011.eventbrite.com"
2240	9642	Scratch Day MIT	5/11/11 9:31	Does this include lunch? I just need to tell my students' parents what the $10 is for.....
2241	9642	Scratch Day MIT	5/11/11 11:42	There will be a pizza lunch included.
2242	9642	Scratch Day MIT	5/11/11 11:55	great! We're trying to come! Thank you.
2234	9660	"Reflections on Scratch Educator Meetup in NYC: Thursday, April 28, 2011"	5/4/11 8:03	"Karen et al, thanks so much for a great event!"
2243	9709	size too big??	5/11/11 22:30	"there was an issue on the server, it is fixed now."
2244	9709	size too big??	5/12/11 12:56	"thank you - yes, I saw the discussions in the forums - just so glad it's not a mistake on our end!!!"
2249	9726	Scratch games examples	5/15/11 10:44	http://events.scratch.mit.edu/conference/index.php/Scratch/2010 It was the Game workshop from this event... where would the online notes be from that session?
2250	9726	Scratch games examples	5/15/11 15:28	"There were a few games-themed sessions, so I'm not exactly sure what handouts you're referencing. You might be interested in the ""Let's Play"" resources: http://scratched.media.mit.edu/resources/lets-play Hope that helps, K"
2253	9726	Scratch games examples	5/15/11 23:49	"Yes, I used that! There were a few sessions a day earlier than the main conference. You were at the Gaming one that I attended. There was a paper handout printed in color that had exemplary but simple games. I'm going to try to find it at school tomorrow. I know that I brought it back and carefully put it somewhere safe because it was such a great handout! At least that when I think I got it!!"
2303	9736	"Computational Thinking Perspectives: A ScratchEd Webinar on Monday, May 23 at 7pm EST"	6/7/11 17:09	You can watch the recording and download the presentation slides here: http://scratched.media.mit.edu/resources/computational-thinking-practices-may-2011-webinar
